method,oracle_type1,oracle_type2,fingerprint_type,total_separating_queries,total_separating_symbols,total_conformance_queries,total_conformance_symbols,total_learning_queries,total_learning_symbols,false_positives,false_negatives,learned_models,len(specifications),start_specs
IF-AL#,RandomWp100,RandomWp100,sep_seq,75,169,14292,97252,9157,53561,0,2,23,8,None
IF-AL#,RandomWp100,RandomWp100,adg,75,165,13775,93305,10647,64027,0,3,22,9,None
IF-L#,RandomWp100,RandomWp100,sep_seq,105,317,14592,101634,9453,56178,0,3,26,9,None
IF-L#,RandomWp100,RandomWp100,adg,76,187,12078,82016,10256,59367,0,5,19,11,None
L#,RandomWp100,RandomWp100,None,0,0,0,0,26290,143996,0,10,13,16,None
AL#,RandomWord1000,RandomWord1000,None,0,0,0,0,45521,666162,0,1,5,7,None
IF-AL#,RandomWord1000,RandomWord1000,sep_seq,75,169,22907,457488,12371,179217,0,2,5,8,None
IF-AL#,RandomWord1000,RandomWord1000,adg,67,181,22196,445228,14547,219114,0,4,5,10,None
IF-L#,RandomWord1000,RandomWord1000,sep_seq,76,173,22577,453706,11495,175303,0,2,5,8,None
IF-L#,RandomWord1000,RandomWord1000,adg,71,187,19255,385681,17244,261919,0,6,5,12,None
L#,RandomWord1000,RandomWord1000,None,0,0,0,0,41257,640845,0,4,5,10,None
AL#,WpK,WpK,None,0,0,0,0,15323293,114876695,0,0,30,6,None
IF-AL#,WpK,WpK,sep_seq,72,152,12250375,91862473,3066164,22981842,0,0,30,6,None
IF-AL#,WpK,WpK,adg,65,138,12250374,91862470,3066181,22981897,0,0,30,6,None
IF-L#,WpK,WpK,sep_seq,72,152,12250375,91862473,3065155,22977576,0,0,30,6,None
IF-L#,WpK,WpK,adg,65,138,12250374,91862470,3064920,22975944,0,0,30,6,None
L#,WpK,WpK,None,0,0,0,0,15325716,114879363,0,0,30,6,None
AL#,RandomWp100,RandomWp100,None,0,0,0,0,37313,221545,0,3,24,9,None
IF-AL#,RandomWp100,RandomWp100,sep_seq,96,316,15667,109687,9832,59542,0,2,26,8,None
IF-AL#,RandomWp100,RandomWp100,adg,88,196,16337,115153,8809,53285,0,1,29,7,None
IF-L#,RandomWp100,RandomWp100,sep_seq,80,187,9226,55587,8857,48218,0,6,10,12,None
IF-L#,RandomWp100,RandomWp100,adg,76,194,10843,70512,9374,53105,0,5,15,11,None
L#,RandomWp100,RandomWp100,None,0,0,0,0,22597,115882,0,9,8,15,None
AL#,RandomWord1000,RandomWord1000,None,0,0,0,0,44385,659847,0,3,5,9,None
IF-AL#,RandomWord1000,RandomWord1000,sep_seq,79,188,22716,452818,13242,198938,0,3,5,9,None
IF-AL#,RandomWord1000,RandomWord1000,adg,72,226,19557,390421,19283,274895,0,6,16,12,None
IF-L#,RandomWord1000,RandomWord1000,sep_seq,102,306,22195,444989,13010,197847,0,3,9,9,None
IF-L#,RandomWord1000,RandomWord1000,adg,74,175,21725,433858,15322,237667,0,5,5,11,None
L#,RandomWord1000,RandomWord1000,None,0,0,0,0,42535,647445,0,8,5,14,None
AL#,WpK,WpK,None,0,0,0,0,15323117,114875504,0,0,30,6,None
IF-AL#,WpK,WpK,sep_seq,72,152,12250375,91862473,3066129,22981509,0,0,30,6,None
IF-AL#,WpK,WpK,adg,65,138,12250374,91862470,3066076,22981249,0,0,30,6,None
IF-L#,WpK,WpK,sep_seq,72,152,12250375,91862473,3065119,22977276,0,0,30,6,None
IF-L#,WpK,WpK,adg,65,138,12250374,91862470,3064811,22975229,0,0,30,6,None
L#,WpK,WpK,None,0,0,0,0,15325752,114879689,0,0,30,6,None
AL#,RandomWp100,RandomWp100,None,0,0,0,0,35574,206784,0,2,24,8,None
IF-AL#,RandomWp100,RandomWp100,sep_seq,102,304,15692,109645,9286,55939,0,2,28,8,None
IF-AL#,RandomWp100,RandomWp100,adg,80,226,10397,68003,12330,69725,0,7,18,13,None
IF-L#,RandomWp100,RandomWp100,sep_seq,75,169,14724,101506,9220,55174,0,2,25,8,None
IF-L#,RandomWp100,RandomWp100,adg,86,198,12489,80839,8567,49677,0,3,17,9,None
L#,RandomWp100,RandomWp100,None,0,0,0,0,27330,149345,0,10,13,16,None
AL#,RandomWord1000,RandomWord1000,None,0,0,0,0,47409,682308,0,2,20,8,None
IF-AL#,RandomWord1000,RandomWord1000,sep_seq,109,339,21058,421682,16048,242402,0,5,7,11,None
IF-AL#,RandomWord1000,RandomWord1000,adg,79,203,22250,443951,11394,173906,0,2,5,8,None
IF-L#,RandomWord1000,RandomWord1000,sep_seq,78,182,22305,447356,11111,171402,0,2,5,8,None
IF-L#,RandomWord1000,RandomWord1000,adg,70,174,21341,427434,15515,239982,0,5,6,11,None
L#,RandomWord1000,RandomWord1000,None,0,0,0,0,41725,643265,0,9,4,15,None
AL#,WpK,WpK,None,0,0,0,0,15323380,114877251,0,0,30,6,None
IF-AL#,WpK,WpK,sep_seq,72,152,12250375,91862473,3066129,22981509,0,0,30,6,None
IF-AL#,WpK,WpK,adg,65,138,12250374,91862470,3066160,22981516,0,0,30,6,None
IF-L#,WpK,WpK,sep_seq,72,152,12250375,91862473,3065119,22977276,0,0,30,6,None
IF-L#,WpK,WpK,adg,65,138,12250374,91862470,3064753,22974765,0,0,30,6,None
L#,WpK,WpK,None,0,0,0,0,15325723,114879516,0,0,30,6,None
AL#,RandomWp100,RandomWp100,None,0,0,0,0,39240,234932,0,2,27,8,None
IF-AL#,RandomWp100,RandomWp100,sep_seq,75,169,14697,100917,9619,58224,0,2,25,8,None
IF-AL#,RandomWp100,RandomWp100,adg,81,211,14076,94884,9256,54670,0,3,21,9,None
IF-L#,RandomWp100,RandomWp100,sep_seq,79,188,12723,85202,10373,62422,0,4,21,10,None
IF-L#,RandomWp100,RandomWp100,adg,80,207,13739,91977,8227,47483,0,3,19,9,None
L#,RandomWp100,RandomWp100,None,0,0,0,0,21450,106188,0,7,8,13,None
AL#,RandomWord1000,RandomWord1000,None,0,0,0,0,45578,670236,0,5,15,11,None
IF-AL#,RandomWord1000,RandomWord1000,sep_seq,76,172,21978,439100,12913,195800,0,3,9,9,None
IF-AL#,RandomWord1000,RandomWord1000,adg,88,188,23187,463117,10287,153391,0,1,5,7,None
IF-L#,RandomWord1000,RandomWord1000,sep_seq,95,310,23150,462995,10645,155456,0,1,5,7,None
IF-L#,RandomWord1000,RandomWord1000,adg,75,177,22829,457282,11438,174335,0,2,5,8,None
L#,RandomWord1000,RandomWord1000,None,0,0,0,0,42048,647125,0,7,5,13,None
AL#,WpK,WpK,None,0,0,0,0,15323433,114877493,0,0,30,6,None
IF-AL#,WpK,WpK,sep_seq,72,152,12250375,91862473,3066040,22981012,0,0,30,6,None
IF-AL#,WpK,WpK,adg,65,138,12250374,91862470,3066065,22981183,0,0,30,6,None
IF-L#,WpK,WpK,sep_seq,72,152,12250375,91862473,3065223,22978147,0,0,30,6,None
IF-L#,WpK,WpK,adg,65,138,12250374,91862470,3064876,22975702,0,0,30,6,None
L#,WpK,WpK,None,0,0,0,0,15325763,114879873,0,0,30,6,None
AL#,RandomWp100,RandomWp100,None,0,0,0,0,37567,222379,0,3,25,9,None
IF-AL#,RandomWp100,RandomWp100,sep_seq,72,152,16787,118616,8342,50399,0,0,30,6,None
IF-AL#,RandomWp100,RandomWp100,adg,89,201,13791,92917,8785,51397,0,2,22,8,None
IF-L#,RandomWp100,RandomWp100,sep_seq,106,322,15277,106037,9275,55610,0,3,27,9,None
